dateofdeath,name,age,bio,causeofdeath,,
2016-01-16,Gary Loizzo,70,American singer (The American Breed), pancreatic cancer,,
2016-01-16,Joe Hergert,79,American football player (Buffalo Bills).,,,
2016-01-16,Georgie Lamon,81,Swiss politician.,,,
2016-01-16,John Mills,85,Canadian writer.,,,
2016-01-16,Joan Balzar,87,Canadian artist.,,,
2016-01-16,Rudy Migay,87,Canadian ice hockey player (Toronto Maple Leafs).,,,
2016-01-16,Lloyd Rudolph,88,American political scientist.,,,
2016-01-16,Leonidas B. Young II,62,"American politician, Mayor of Richmond, Virginia (19941996).",,,
2016-01-16,Jean-Nol Rey,66,"Swiss businessman, CEO of Swiss Post",,,
2016-01-16,Thor Furulund,72,Norwegian painter.,,,
2016-01-16,Ted Marchibroda,84,"American football player (Pittsburgh Steelers, Chicago Cardinals) and coach (Baltimore Colts, Baltimore Ravens).",,,
2016-01-16,Bob Harkey,85,American racecar driver (USAC).,,,
2016-01-16,Carmelau Monestime,86,"Haitian-born American activist and radio broadcaster, pioneer of Haitian Creole radio in South Florida",,,
2016-01-16,Theodor Danetti,89,Romanian stage and film actor.,,,
2016-01-16,Ananda Chandra Dutta,92,Indian botanist.,,,
2016-01-16,Joannis Avramidis,93,Georgian-born Austrian sculptor.,,,
2016-01-16,Hubert Giraud,94,French songwriter.,,,
2016-01-17,Olamide David,14,Nigerian actor, abdominal injury,,
2016-01-17,Dale Griffin,67,British drummer (Mott the Hoople), Alzheimer's disease,,
2016-01-17,Sherron Mills,44,American basketball player (BCM Gravelines), amyotrophic lateral sclerosis,,
2016-01-17,Carina Jaarnek,53,Swedish singer and Dansband artist, cerebral haemorrhage,,
2016-01-17,Gulch,31,American thoroughbred racehorse, euthanised due to complications from cancer,,
2016-01-17,Mic Gillette,64,American brass player (Tower of Power), heart attack,,
2016-01-17,Ramblin' Lou Schriver,86,American country musician and radio broadcaster (WXRL), heart disease,,
2016-01-17,Blowfly,76,American musician and producer, liver cancer,,
2016-01-17,Angus Ross,59,Scottish darts player, pancreatic cancer,,
2016-01-17,Mondli Cele,26,South African footballer, traffic collision,,
2016-01-17,Stephen Levine,78,American poet.,,,
2016-01-17,Jules Le Lievre,82,"New Zealand rugby union player (Canterbury, national team)",,,
2016-01-17,Raymond Laborde,88,American politician.,,,
2016-01-17,Melvin Day,92,New Zealand artist.,,,
2016-01-17,Francis B. Schulte,89,"American Roman Catholic prelate, Archbishop of New Orleans (19882001)",,,
2016-01-17,Reza Ahadi,53,Iranian football player and coach.,,,
2016-01-17,John Taihuttu,61,"Dutch footballer (VVV, Fortuna Sittard)",,,
2016-01-17,Mike Sharpe,64,Canadian professional wrestler (WWF).,,,
2016-01-17,Peggy Anderson,77,American author and journalist (The Philadelphia Inquirer).,,,
2016-01-17,V. Rama Rao,80,"Indian politician, Governor of Sikkim (20022007)",,,
2016-01-17,Billy Quinn,80,Irish hurler.,,,
2016-01-17,Ion Pan_uru,81,"Romanian bobsledder, Olympic bronze medalist (1968)",,,
2016-01-17,Geethapriya,83,Indian director (Mannina Maga).,,,
2016-01-17,Jen_ Vncsa,87,"Hungarian politician, Minister of Agriculture and Food (19801989)",,,
2016-01-17,Delphine Parrott,87,British immunologist.,,,
2016-01-17,Sudhindra Thirtha,89,Indian Hindu religious leader.,,,
2016-01-17,Josef Rsch,90,Czech-born American radiologist.,,,
2016-01-17,Jo De Winter,94,"American actress (Gloria, Dirty Harry, Bird).",,,
2016-01-17,Gottfried Honegger,98,Swiss artist and graphic designer.,,,
2016-01-18,Mike MacDowel,83,British racing driver (Cooper), cancer,,
2016-01-18,Glenn Frey,67,"American songwriter, musician (Eagles) and actor (Jerry Maguire)", complications following intestinal surgery,,
2016-01-18,Leila Alaoui,33,French-born Moroccan artist and photographer, injuries sustained from 2016 Ouagadougou attacks,,
2016-01-18,T. S. Sinnathuray,85,Singaporean Supreme Court judge, pneumonia,,
2016-01-18,Pierre DesRuisseaux,70,Canadian poet.,,,
2016-01-18,Bharat Shah,70,Indian cricketer.,,,
2016-01-18,Asha Patil,79,Indian actress.,,,
2016-01-18,William Morgan,85,American architect.,,,
2016-01-18,Karsten Isachsen,71,"Norwegian priest, author and public speaker",,,
2016-01-18,Andy Dog Johnson,57,"British artist, designer of many The The record sleeves",,,
2016-01-18,Pablo Manavello,65,Italian-born Venezuelan musician.,,,
2016-01-18,Oleksiy Logvynenko,69,Ukrainian translator (The Catcher in the Rye).,,,
2016-01-18,Armando Loaiza,72,"Bolivian diplomat and politician, Foreign Minister (20052006)",,,
2016-01-18,Lars Roar Langslet,79,"Norwegian politician, Minister of Culture and Science (19821986)",,,
2016-01-18,Nicolaus Zwetnow,86,Norwegian sport shooter.,,,
2016-01-18,Terence Cook,88,Welsh rugby union and rugby league footballer.,,,
2016-01-18,Antonella Steni,89,"Italian actress (The Tiger and the Pussycat, Kaputt Mundi, Nel sole).",,,
2016-01-18,Antnio de Almeida Santos,89,"Portuguese lawyer and politician, President of Assembly of the Republic (19952002)",,,
2016-01-18,Michel Tournier,91,"French writer (Friday, or, The Other Island, The Erl-King).",,,
2016-01-18,Johnny Bach,91,"American basketball player (Boston Celtics) and coach (Fordham University, Penn State, Chicago Bulls).",,,
2016-01-18,Loredana,91,"Italian actress (Immigrants, The King's Jester, La Fornarina).",,,
2016-01-18,Else Marie Pade,91,Danish composer.,,,
2016-01-19,Robert M. Carter,73,British-born Australian marine geologist and climate sceptic, complications from a heart attack,,
2016-01-19,"Sheila Sim, Lady Attenborough",93,"English actress (A Canterbury Tale, Pandora and the Flying Dutchman, West of Zanzibar)", dementia,,
2016-01-19,William Y. Smith,90,American air force general, heart failure,,
2016-01-19,Yasutaro Koide,112,"Japanese supercentenarian, world's oldest living man", heart failure and pneumonia,,
2016-01-19,Lou Michaels,80,"American football player (Los Angeles Rams, Pittsburgh Steelers, Baltimore Colts)", pancreatic cancer,,
2016-01-19,Frank Sullivan,85,"American baseball player (Boston Red Sox, Philadelphia Phillies, Minnesota Twins)", pneumonia,,
2016-01-19,William G. Bowdler,91,"American diplomat, Ambassador to South Africa (19751978)",,,
2016-01-19,Joachim Fernandez,43,Senegalese footballer.,,,
2016-01-19,John Corcoran,56,Irish sports administrator.,,,
2016-01-19,M. K. A. D. S. Gunawardana,68,"Sri Lankan politician, Minister of Land (since 2015)",,,
2016-01-19,Max Nijman,74,Surinamese singer.,,,
2016-01-19,Jean-Philippe Douin,75,"French military officer, Chief of the Defence Staff (19951998)",,,
2016-01-19,Micole Mercurio,77,"American actress (Flashdance, What Lies Beneath, The Client).",,,
2016-01-19,Ettore Scola,84,"Italian film director and screenwriter (We All Loved Each Other So Much, A Special Day, Le Bal).",,,
2016-01-19,Richard Levins,85,American mathematical ecologist and population geneticist.,,,
2016-01-19,Claude Lefebvre,86,"Canadian politician, Mayor of Laval, Quebec (19811989).",,,
2016-01-19,Forrest McDonald,89,American historian and constitutional scholar.,,,
2016-01-19,Laurence Lerner,90,South African-born British literary critic.,,,
2016-01-19,Antonia Churchill,96,American Olympic sailor (1936).,,,
2016-01-19,Sylvia McLaughlin,99,"American environmentalist, co-founder of Save the Bay",,,
2016-01-19,Samuel Odulana Odungade I,101,"Nigerian royal, Olubadan of Ibadan (since 2007)",,,
2016-01-20,Kingmambo,25,American-bred French thoroughbred racehorse, euthanised ,,
2016-01-20,Arch,21,"American Thoroughbred racehorse, winner of the Super Derby (1998) and Fayette Stakes (1998)", heart attack,,
2016-01-20,David G. Hartwell,74,"American editor, publisher and critic", injuries from a fall,,
2016-01-20,Bud Beardmore,76,American lacrosse coach (Maryland), Parkinson's disease,,
2016-01-20,Edward Yourdon,72,American computer scientist.,,,
2016-01-20,Ronald Greenwald,82,American rabbi.,,,
2016-01-20,Subrata Bose,83,Indian politician.,,,
2016-01-20,Herbert L. Abrams,95,American physician.,,,
2016-01-20,Edmonde Charles-Roux,95,French writer.,,,
2016-01-20,Lee Abramson,45,American composer and musician.,,,
2016-01-20,Bairbre Dowling,62,"Irish actress (Zardoz, The Dead, War of the Buttons).",,,
2016-01-20,Brian Key,68,"British politician, MEP for Yorkshire South (19791984)",,,
2016-01-20,Mykolas Burokevi_ius,88,"Lithuanian politician, member of the Politburo of the CPSU Central Committee",,,
2016-01-20,Eva Schorr,88,German painter and composer.,,,
2016-01-20,Chang Yung-fa,88,Taiwanese businessman (Evergreen Group).,,,
2016-01-20,Stuart Cowden,90,English footballer (Stoke City).,,,
2016-01-20,Constance Beresford-Howe,93,Canadian novelist.,,,
2016-01-20,"George Weidenfeld, Baron Weidenfeld",96,"Austrian-born British publisher, philanthropist, and newspaper columnist.",,,
2016-01-20,Hung-ta Chang,102,Chinese botanist.,,,
2016-01-21,Mrinalini Sarabhai,97,Indian classical dancer, choreographer and instructor,,
2016-01-21,Derrick Todd Lee,47,American convicted serial killer, heart disease,,
2016-01-21,Francis Seow,87,Singapore-born American writer and political refugee, pneumonia,,
2016-01-21,Cabot Lyford,90,American sculptor, pulmonary distress,,
2016-01-21,Bogus_aw Kaczy_ski,73,Polish classical music journalist, stroke,,
2016-01-21,Robert Sassone,37,French road racing cyclist, suicide,,
2016-01-21,Ron Collins,59,Canadian curler.,,,
2016-01-21,Grard Kamanda wa Kamanda,75,Congolese politician.,,,
2016-01-21,Richard Klinkhamer,78,Dutch writer.,,,
2016-01-21,Bill Johnson,55,"American alpine skier, Olympic champion (1984)",,,
2016-01-21,Michael Sheringham,67,English literary academic.,,,
2016-01-21,Garnet Richardson,82,"Canadian curler, world champion (1959, 1960, 1962, 1963).",,,
2016-01-21,Robert Tuggle,82,American writer and archivist.,,,
2016-01-21,Ron Southern,85,Canadian businessman (ATCO).,,,
2016-01-21,Gerald Williams,86,Welsh tennis commentator.,,,
2016-01-21,Val Sears,88,Canadian journalist (Toronto Star).,,,
2016-01-21,Andrew J. Hinshaw,92,"American politician, member of the United States House of Representative from California's 39th and 40th congressional districts (19731977)",,,
2016-01-21,Jerker Porath,94,Swedish biochemist.,,,
2016-01-21,Stephanie Rader,100,American spy.,,,
2016-01-21,Harrison McIntosh,101,American ceramicist.,,,
2016-01-22,Kamer Gen,75,"Turkish politician, member of the Grand National Assembly (19872015)", cancer,,
2016-01-22,"Cecil Parkinson, Baron Parkinson",84,"British politician, cabinet minister", cancer,,
2016-01-22,John Dowie,60,Scottish footballer (Fulham, Celtic),,
2016-01-22,Storm Flag Flying,16,American thoroughbred racehorse, foaling complications,,
2016-01-22,Shankar Ghosh,80,Indian tabla player, pneumonia,,
2016-01-22,John Farris,75,American author.,,,
2016-01-22,Ryuichi Doi,76,Japanese politician.,,,
2016-01-22,Bill Groom,81,Canadian curler.,,,
2016-01-22,Tom Aidala,82,American architect.,,,
2016-01-22,Ian Murray,83,Scottish Roman Catholic prelate,,,
2016-01-22,Waymond C. Huggins,88,American politician.,,,
2016-01-22,Robert Pickus,92,American activist.,,,
2016-01-22,Raymond Rock,93,Canadian politician.,,,
2016-01-22,Sarah,15,American zoo cheetah.,,,
2016-01-22,Rik Wilson,53,American ice hockey player (St. Louis Blues).,,,
2016-01-22,Miloslav Ransdorf,62,"Czech politician, MEP (since 2004)",,,
2016-01-22,Constantin Mihail,70,Romanian track and field coach.,,,
2016-01-22,Mikhail Odnoralov,71,Russian-born American painter.,,,
2016-01-22,Homayoun Behzadi,73,"Iranian football player (Shahin, Paykan, national team) and coach (Persepolis), Asian Champion (1968, 1972).",,,
2016-01-22,Pete Carmichael,74,American football coach (Jacksonville Jaguars).,,,
2016-01-22,Tommy Bryceland,76,"Scottish footballer (St Mirren, Norwich, Oldham).",,,
2016-01-22,Juan Manuel Ley,82,Mexican businessman (Casa Ley).,,,
2016-01-22,Tahsin Ycel,83,Turkish writer.,,,
2016-01-22,Fred Bruney,84,American football player (Boston Patriots).,,,
2016-01-22,Abolhassan Najafi,86,Iranian writer and translator.,,,
2016-01-22,Eugene Borowitz,91,American rabbi and philosopher.,,,
2016-01-22,Denise Newman,91,British Olympic diver (1948).,,,
2016-01-22,Lois Ramsey,93,"Australian actress (The Box, Prisoner)",,,
2016-01-22,Anthony Simmons,93,"British screenwriter and film director (The Optimists of Nine Elms, Black Joy)",,,
2016-01-22,Paul Augustin Aizpiri,96,French artist.,,,
2016-01-23,Antony Emerson,52,Australian tennis player, cancer,,
2016-01-23,Jennifer Guinness,78,Irish socialite and kidnapping victim, cancer,,
2016-01-23,Archie Gouldie,79,Canadian professional wrestler, complications from hip surgery,,
2016-01-23,Walt Williams,72,"American baseball player (Chicago White Sox, Cleveland Indians, New York Yankees)", heart attack,,
2016-01-23,Jimmy Bain,68,"Scottish bassist (Rainbow, Dio)", lung cancer,,
2016-01-23,Pablo Contessi,,"Paraguayan doctor and politician, Governor of Presidente Hayes Department (since 2013)", traffic collision,,
2016-01-23,Cadalack Ron,34,American rapper.,drug overdose,,
2016-01-23,Sofia Gandarias,58,Spanish painter.,,,
2016-01-23,Hugh Mortimer,66,British diplomat.,,,
2016-01-23,Grahame Hodgson,79,Welsh rugby union player (national team).,,,
2016-01-23,R. Clayton McWhorter,82,American businessman and philanthropist.,,,
2016-01-23,Bernard Quennehen,85,French racing cyclist.,,,
2016-01-23,Lela Autio,88,American painter.,,,
2016-01-23,Marie Mahoney,91,American baseball player (AAGBPL).,,,
2016-01-23,Espectrito,49,"Mexican professional wrestler (WWF, AAA)",,,
2016-01-23,Koichi Sekimoto,37,Japanese footballer (Sagan Tosu).,,,
2016-01-23,Nikolay Abramov,54,Russian Vepsian writer and translator.,,,
2016-01-23,Josip Fri__i_,66,"Croatian politician, Vice President of Parliament (20082011)",,,
2016-01-23,George Sefcik,76,"American football coach (Cincinnati Bengals, New York Giants, Atlanta Falcons).",,,
2016-01-23,A. C. Jose,78,"Indian politician, Speaker of Kerala Legislature (1982), member of Parliament (19961997, 19982004).",,,
2016-01-23,Barry Brickell,80,New Zealand ceramic artist.,,,
2016-01-23,Elisabeta Polihroniade,80,Romanian chess Woman Grandmaster (1982) and International Arbiter.,,,
2016-01-23,Francisco Rubio Llorente,85,"Spanish jurist, President of the Spanish Council of State (20042012)",,,
2016-01-23,Jack Bannister,85,English cricket player (Warwickshire) and commentator.,,,
2016-01-23,Dmitry Shirkov,88,Russian theoretical physicist.,,,
2016-01-23,Bill Roberts,90,"American basketball player (Chicago Stags, Boston Celtics, St. Louis Bombers).",,,
2016-01-23,Bob Arnott,93,Australian alpine skier.,,,
2016-01-23,Bobby Wanzer,94,"American Hall of Fame basketball player and coach (Rochester/Cincinnati Royals), NBA Champion (1951)",,,
2016-01-23,_u_i Jelinek,96,"Croatian fashion stylist, designer and writer",,,
2016-01-24,Donald Milne,81,"American politician, member of the Vermont House of Representatives (1967)", cancer,,
2016-01-24,Marvin Minsky,88,American cognitive scientist and pioneer in artificial intelligence, cerebral hemorrhage,,
2016-01-24,Christine Jackson,53,British-born Australian cellist, complications from a brain aneurysm,,
2016-01-24,Henry Worsley,55,British adventurer, multiple organ failure,,
2016-01-24,Malcolm Grear,84,American graphic designer.,,,
2016-01-24,John Jay Hooker,85,American politician.,,,
2016-01-24,David Finkelstein,86,American physicist.,,,
2016-01-24,Zarkus Poussa,40,Finnish drummer (RinneRadio) and songwriter.,,,
2016-01-24,Tefilo Rodriguez,44,Venezuelan criminal.,,,
2016-01-24,Schalk van der Merwe,54,South African tennis player.,,,
2016-01-24,Lois Snowe-Mello,67,"American politician, member of Maine House of Representatives (19962004) and Senate (20042012)",,,
2016-01-24,Clyde Mashore,70,American baseball player (Montreal Expos).,,,
2016-01-24,Constantijn Kortmann,71,Dutch legal scholar.,,,
2016-01-24,Gian Carlo Abelli,74,"Italian politician, member of the Chamber of Deputies",,,
2016-01-24,Forouzan,78,Iranian actress.,,,
2016-01-24,Alejandro Muoz-Alonso,82,"Spanish politician, member of the Congress of Deputies (19892000) and Senate (20002015)",,,
2016-01-24,Wim Mook,83,Dutch physicist.,,,
2016-01-24,Eric Webster,84,English football player (Manchester City) and manager (Stockport County).,,,
2016-01-24,Yvonne Chouteau,86,American ballerina.,,,
2016-01-24,Fredrik Barth,87,Norwegian social anthropologist.,,,
2016-01-24,Neville Black,90,"New Zealand rugby union (Auckland, national team) and rugby league (Wigan, Keighley) player.",,,
2016-01-25,Jashubhai Dhanabhai Barad,60,"Indian politician, member of Parliament (20042009)", brain tumour,,
2016-01-25,Ron Stillwell,76,American baseball player (Washington Senators), cancer,,
